name,rssd_id,city,state,county,region
CITIZENS BANK,126834,CARTHAGE,TN,SMITH,South
BANK OF GLEASON,141958,GLEASON,TN,WEAKLEY,South
FIRST CENTURY BANK,999935,TAZEWELL,TN,CLAIBORNE,South
"ROCKPOINTBANK, NATIONAL ASSOCIATION",5574430,CHATTANOOGA,TN,HAMILTON,South
CARROLL BANK AND TRUST,541857,HUNTINGDON,TN,CARROLL,South
COMMERCIAL BANK & TRUST COMPANY,467658,PARIS,TN,HENRY,South
LAWRENCEBURG FEDERAL BANK,834175,LAWRENCEBURG,TN,LAWRENCE,South
ONE BANK OF TENNESSEE,99536,COOKEVILLE,TN,PUTNAM,South
"BANK OF JACKSON, THE",2577739,JACKSON,TN,MADISON,South
BANK OF HALLS,145059,HALLS,TN,LAUDERDALE,South
SECURITY BANK,497851,NEWBERN,TN,DYER,South
CENTENNIAL BANK,531250,TREZEVANT,TN,CARROLL,South
FIRST STATE BANK,216164,GRAHAM,TX,YOUNG,South
CITIZENS NATIONAL BANK,700252,CROCKETT,TX,HOUSTON,South
COMERICA BANK,60143,DALLAS,TX,DALLAS,South
NORMANGEE STATE BANK,958763,NORMANGEE,TX,LEON,South
FIRST STATE BANK OF LIVINGSTON,884358,LIVINGSTON,TX,POLK,South
"FIRST STATE BANK, THE",801654,COLUMBUS,TX,COLORADO,South
"BIG BEND BANKS, N.A. DBA MARFA NATIONAL BANK, THE",362856,MARFA,TX,PRESIDIO,South
FANNIN BANK,377663,BONHAM,TX,FANNIN,South
PLAINSCAPITAL BANK,637451,UNIVERSITY PARK,TX,DALLAS,South
TEXAS CHAMPION BANK,579364,CORPUS CHRISTI,TX,NUECES,South
FROST BANK,682563,SAN ANTONIO,TX,BEXAR,South
"STATE NATIONAL BANK OF GROOM, THE",460556,GROOM,TX,CARSON,South
TEXASBANK,232856,BROWNWOOD,TX,BROWN,South
NORTH DALLAS BANK & TRUST CO.,490450,DALLAS,TX,DALLAS,South
HILL BANK & TRUST CO.,554268,WEIMAR,TX,COLORADO,South
CITY NATIONAL BANK,697950,CORSICANA,TX,NAVARRO,South
TEXAS FINANCIAL BANK DBA THE EDEN STATE BANK,656658,EDEN,TX,CONCHO,South
CITIZENS STATE BANK,625065,WOODVILLE,TX,TYLER,South
"HOMETOWN BANK, NATIONAL ASSOCIATION",393953,GALVESTON,TX,GALVESTON,South
VICTORY BANK,304762,LUBBOCK,TX,LUBBOCK,South
SECURITY STATE BANK,839068,PEARSALL,TX,FRIO,South
FIRST-LOCKHART NATIONAL BANK,631150,LOCKHART,TX,CALDWELL,South
LAMAR NATIONAL BANK,2161,PARIS,TX,LAMAR,South
CITIZENS STATE BANK,54656,BUFFALO,TX,LEON,South
GREATER STATE BANK,518877,MCALLEN,TX,HIDALGO,South
SUSSER BANK,965789,DALLAS,TX,DALLAS,South
"CITY NATIONAL BANK OF SAN SABA, THE",714165,SAN SABA,TX,SAN SABA,South
CHARTER BANK,814458,CORPUS CHRISTI,TX,NUECES,South
WEST TEXAS STATE BANK,406666,SNYDER,TX,SCURRY,South
"BANK OF DESOTO, NATIONAL ASSOCIATION",638355,DESOTO,TX,DALLAS,South
CITIZENS STATE BANK,489155,ANTON,TX,HOCKLEY,South
CITIZENS 1ST BANK,869663,TYLER,TX,SMITH,South
"WAGGONER NATIONAL BANK OF VERNON, THE",548267,VERNON,TX,WILBARGER,South
PEOPLES STATE BANK OF HALLETTSVILLE,530851,HALLETTSVILLE,TX,LAVACA,South
AMISTAD BANK,30052,DEL RIO,TX,VAL VERDE,South
"FAYETTE SAVINGS BANK, SSB",675079,LA GRANGE,TX,FAYETTE,South
FIRST STATE BANK,719964,PAINT ROCK,TX,CONCHO,South
BROADWAY NATIONAL BANK,474254,SAN ANTONIO,TX,BEXAR,South
FIRST STATE BANK,603755,JUNCTION,TX,KIMBLE,South
PEOPLES STATE BANK,660066,ROCKSPRINGS,TX,EDWARDS,South
UNITED TEXAS BANK,726953,DALLAS,TX,DALLAS,South
"FIRST NATIONAL BANK OF SONORA, THE",591366,SONORA,TX,SUTTON,South
CITIZENS STATE BANK,261360,SOMERVILLE,TX,BURLESON,South
FIRST TEXAS NATIONAL BANK,393252,FLOYDADA,TX,FLOYD,South
GLOBAL ONE BANK,748357,HOUSTON,TX,HARRIS,South
CROWELL STATE BANK,701857,CROWELL,TX,FOARD,South
FARMERS AND MERCHANTS BANK,555256,DE LEON,TX,COMANCHE,South
"DALHART FEDERAL SAVINGS & LOAN ASSOCIATION, SSB",971070,DALHART,TX,DALLAM,South
"CORNERSTONE CAPITAL BANK, SSB",2891622,HOUSTON,TX,HARRIS,South
PEGASUS BANK,3465392,DALLAS,TX,DALLAS,South
TEXAS CAPITAL BANK,2618780,DALLAS,TX,DALLAS,South
UBANK,917555,HUNTINGTON,TX,ANGELINA,South
BOC BANK,352651,MCLEAN,TX,GRAY,South
FIRST COMMAND BANK,2568063,FORT WORTH,TX,TARRANT,South
POWELL STATE BANK,856869,POWELL,TX,NAVARRO,South
CITIZENS STATE BANK,899651,CORRIGAN,TX,POLK,South
FALCON INTERNATIONAL BANK,564557,LAREDO,TX,WEBB,South
FIRST STATE BANK OF UVALDE,273662,UVALDE,TX,UVALDE,South
OZONA BANK,780263,OZONA,TX,CROCKETT,South
VERITEX COMMUNITY BANK,3221468,DALLAS,TX,DALLAS,South
TEXAS NATIONAL BANK,1435092,SWEETWATER,TX,NOLAN,South
"T BANK, NATIONAL ASSOCIATION",3284445,DALLAS,TX,DALLAS,South
"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION",384652,DALLAS,TX,DALLAS,South
TEXAS EXCHANGE BANK,822556,CROWLEY,TX,TARRANT,South
WELLINGTON STATE BANK,371362,WELLINGTON,TX,COLLINGSWORTH,South
BANK OF SOUTH TEXAS,49858,MCALLEN,TX,HIDALGO,South
"FIRST NATIONAL BANK OF HEBBRONVILLE, THE",173959,HEBBRONVILLE,TX,JIM HOGG,South
TEXAS SECURITY BANK,3619216,DALLAS,TX,DALLAS,South
"FIRST NATIONAL BANK OF HEREFORD, THE",2759629,HEREFORD,TX,DEAF SMITH,South
BANK OF THE WEST,859552,GRAPEVINE,TX,TARRANT,South
"SUNFLOWER BANK, NATIONAL ASSOCIATION",474759,DALLAS,TX,DALLAS,South
"BUCKHOLTS STATE BANK, THE",53051,BUCKHOLTS,TX,MILAM,South
STATE BANK OF DE KALB,621357,DE KALB,TX,BOWIE,South
"CITIZENS STATE BANK, GANADO, TEXAS",317650,GANADO,TX,JACKSON,South
FIRST STATE BANK,796152,CLUTE,TX,BRAZORIA,South
PROSPERITY BANK,664756,EL CAMPO,TX,WHARTON,South
BANK OF TEXAS,925653,MIDLAND,TX,MIDLAND,South
SPUR SECURITY BANK,409265,SPUR,TX,DICKENS,South
"FIRST NATIONAL BANK OF SHINER, THE",342362,SHINER,TX,LAVACA,South
"FIRST NATIONAL BANK OF GRANBURY, THE",329952,GRANBURY,TX,HOOD,South
"GRANGER NATIONAL BANK, THE",272151,GRANGER,TX,WILLIAMSON,South
AMERICAN FIRST NATIONAL BANK,2694681,HOUSTON,TX,HARRIS,South
"CENDERA BANK, N.A.",89957,BELLS,TX,GRAYSON,South
FAYETTEVILLE BANK,450753,FAYETTEVILLE,TX,FAYETTE,South
"BANK OF BRENHAM, NATIONAL ASSOCIATION",3042234,BRENHAM,TX,WASHINGTON,South
"FIRST NATIONAL BANK OF BELLVILLE, THE",91754,BELLVILLE,TX,AUSTIN,South
INDUSTRY STATE BANK,733054,INDUSTRY,TX,AUSTIN,South
FIRST STATE BANK,264455,ATHENS,TX,HENDERSON,South
"KLEBERG BANK, N.A.",556459,KINGSVILLE,TX,KLEBERG,South
AMERICAN BANK NATIONAL ASSOCIATION,307361,WACO,TX,MCLENNAN,South
TEXAS PARTNERS BANK,3548567,SAN ANTONIO,TX,BEXAR,South
ALLIANCE BANK,176464,SULPHUR SPRINGS,TX,HOPKINS,South
CHARLES SCHWAB TRUST BANK,5278251,WESTLAKE,TX,DENTON,South
"CHARLES SCHWAB PREMIER BANK, SSB",1893049,WESTLAKE,TX,DENTON,South
"CHARLES SCHWAB BANK, SSB",3150447,WESTLAKE,TX,DENTON,South
BEAL BANK,1176881,PLANO,TX,COLLIN,South
TEXAS NATIONAL BANK,497954,MERCEDES,TX,HIDALGO,South
SOUTHWEST BANK,561864,ODESSA,TX,ECTOR,South
TEXAS TRADITIONS BANK,5760439,KATY,TX,HARRIS,South
FIRST STATE BANK,524766,SHALLOWATER,TX,LUBBOCK,South
"FIRST STATE BANK OF BEN WHEELER, TEXAS",31657,BEN WHEELER,TX,VAN ZANDT,South
FIRST STATE BANK,407168,SPEARMAN,TX,HANSFORD,South
"KEYSTONE BANK, SSB",1429028,BEE CAVE,TX,TRAVIS,South
FIRST STATE BANK OF TEXAS,190563,ORANGE,TX,ORANGE,South
WESTSTAR BANK,1447639,EL PASO,TX,EL PASO,South
"COMMUNITY BANK, THE",3479018,BRIDGEPORT,TX,WISE,South
CIERA BANK,327855,GRAHAM,TX,YOUNG,South
SECURITY STATE BANK,389358,FARWELL,TX,PARMER,South
"BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS, THE",678052,COLDSPRING,TX,SAN JACINTO,South
"LEGACY TRUST COMPANY, NATIONAL ASSOCIATION",2597223,HOUSTON,TX,HARRIS,South
AMERICAN BANK OF COMMERCE,215662,WOLFFORTH,TX,LUBBOCK,South
"YOAKUM NATIONAL BANK, THE",311265,YOAKUM,TX,DEWITT,South
WOODFOREST NATIONAL BANK,412751,THE WOODLANDS,TX,MONTGOMERY,South
FARMERS STATE BANK,461058,GROESBECK,TX,LIMESTONE,South
COMMERCE BANK TEXAS,174367,STOCKDALE,TX,WILSON,South
FARMERS STATE BANK OF NEWCASTLE,702966,NEWCASTLE,TX,YOUNG,South
UNITY NATIONAL BANK OF HOUSTON,853251,HOUSTON,TX,HARRIS,South
VANTAGE BANK TEXAS,26765,SAN ANTONIO,TX,BEXAR,South
FIRST NATIONAL BANK OF CENTRAL TEXAS,369659,WACO,TX,MCLENNAN,South
"TRANSPECOS BANKS, SSB",908861,PECOS,TX,REEVES,South
POINTBANK,844567,PILOT POINT,TX,DENTON,South
NEXBANK,652874,DALLAS,TX,DALLAS,South
HERRING BANK,610164,AMARILLO,TX,POTTER,South
HARMONY BANK,3297490,DALLAS,TX,DALLAS,South
JEFFERSON BANK,45560,SAN ANTONIO,TX,BEXAR,South
"CYPRESS BANK, SSB",729178,PITTSBURG,TX,CAMP,South
FIRST NATIONAL BANK IN PORT LAVACA,855264,PORT LAVACA,TX,CALHOUN,South
"GUARANTY BANK & TRUST, N.A.",112163,MOUNT PLEASANT,TX,TITUS,South
WALLIS BANK,283867,WALLIS,TX,AUSTIN,South
"BROADSTREET BANK, SSB",279,MINEOLA,TX,WOOD,South
MASON BANK,368054,MASON,TX,MASON,South
"COMMERCIAL BANK, THE",491653,MASON,TX,MASON,South
FIRST TEXAS BANK,688257,KILLEEN,TX,BELL,South
SCHERTZ BANK & TRUST,583268,SCHERTZ,TX,GUADALUPE,South
ARROWHEAD BANK,570558,LLANO,TX,LLANO,South
VISTA BANK,645465,DALLAS,TX,DALLAS,South
"HIGHTOWER TRUST COMPANY, NATIONAL ASSOCIATION, THE",2597232,HOUSTON,TX,HARRIS,South
"TIB, NATIONAL ASSOCIATION",529958,FARMERS BRANCH,TX,DALLAS,South
"LEGEND BANK, N. A.",100357,BOWIE,TX,MONTAGUE,South
LOVELADY STATE BANK,764151,LOVELADY,TX,HOUSTON,South
FIRST STATE BANK AND TRUST COMPANY,1012251,CARTHAGE,TX,PANOLA,South
FIRST COMMUNITY BANK,334264,SAN BENITO,TX,CAMERON,South
FRONTIER BANK OF TEXAS,3472046,ELGIN,TX,BASTROP,South
TOLLESON PRIVATE BANK,3166699,DALLAS,TX,DALLAS,South
"TBK BANK, SSB",766164,DALLAS,TX,DALLAS,South
DOMINION BANK,404653,DALLAS,TX,DALLAS,South
HOMEBANK TEXAS,522669,SEAGOVILLE,TX,DALLAS,South
CROSSROADS BANK,564463,YOAKUM,TX,DEWITT,South
AMARILLO NATIONAL BANK,353555,AMARILLO,TX,POTTER,South
PINNACLE BANK,867650,FORT WORTH,TX,TARRANT,South
"WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION",2362458,HOUSTON,TX,HARRIS,South
FIRST NATIONAL BANK TEXAS DBA FIRST CONVENIENCE BANK,613950,KILLEEN,TX,BELL,South
"PERRYTON NATIONAL BANK, THE",8462,PERRYTON,TX,OCHILTREE,South
FIRST NATIONAL BANK OF LAKE JACKSON,560353,LAKE JACKSON,TX,BRAZORIA,South
CITIZENS BANK,885252,AMARILLO,TX,RANDALL,South
"CITY NATIONAL BANK OF SULPHUR SPRINGS, THE",596062,SULPHUR SPRINGS,TX,HOPKINS,South
"FIRST NATIONAL BANK OF LIPAN, THE",811457,LIPAN,TX,HOOD,South
ZAPATA NATIONAL BANK,218261,ZAPATA,TX,ZAPATA,South
"FIRST NATIONAL BANK OF TRINITY, THE",479567,TRINITY,TX,TRINITY,South
BRIDGE CITY STATE BANK,43959,BRIDGE CITY,TX,ORANGE,South
COLUMBUS STATE BANK,891253,COLUMBUS,TX,COLORADO,South
MOODY NATIONAL BANK,253356,GALVESTON,TX,GALVESTON,South
SOUTHWESTERN NATIONAL BANK,2625724,HOUSTON,TX,HARRIS,South
FIRST COMMUNITY BANK,339456,CORPUS CHRISTI,TX,NUECES,South
FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD DBA FIRST BANK TEXAS,614368,WEATHERFORD,TX,PARKER,South
TEXAS BANK,414764,HENDERSON,TX,RUSK,South
INTERNATIONAL BANK OF COMMERCE,230759,BROWNSVILLE,TX,CAMERON,South
INTERNATIONAL BANK OF COMMERCE,382069,ZAPATA,TX,ZAPATA,South
COMMERCE BANK,625159,LAREDO,TX,WEBB,South
INTERNATIONAL BANK OF COMMERCE,1001152,LAREDO,TX,WEBB,South
PEOPLES STATE BANK,586960,SHEPHERD,TX,SAN JACINTO,South
SECURITY STATE BANK & TRUST,247355,FREDERICKSBURG,TX,GILLESPIE,South
"CITY NATIONAL BANK OF COLORADO CITY, THE",799854,COLORADO CITY,TX,MITCHELL,South
"MINT NATIONAL BANK, THE",3821626,KINGWOOD,TX,HARRIS,South
LONE STAR NATIONAL BANK,842460,PHARR,TX,HIDALGO,South
VALUEBANK TEXAS,964157,CORPUS CHRISTI,TX,NUECES,South
"FIRST NATIONAL BANK IN FALFURRIAS, THE",442655,FALFURRIAS,TX,BROOKS,South
"TRINITY BANK, NATIONAL ASSOCIATION",3185896,FORT WORTH,TX,TARRANT,South
"CLASSIC BANK, NATIONAL ASSOCIATION",182951,CAMERON,TX,MILAM,South
"TEXAS ADVANTAGE COMMUNITY BANK, NATIONAL ASSOCIATION",3485215,ALVIN,TX,BRAZORIA,South
PAVILLION BANK,500658,RICHARDSON,TX,DALLAS,South
BANDERA BANK,78157,BANDERA,TX,BANDERA,South
BRAZOS NATIONAL BANK,863362,RICHWOOD,TX,BRAZORIA,South
FIRST STATE BANK OF BURNET,303653,BURNET,TX,BURNET,South
FIRST NATIONAL BANK,375566,WICHITA FALLS,TX,WICHITA,South
INWOOD NATIONAL BANK,913753,DALLAS,TX,DALLAS,South
COMMUNITY NATIONAL BANK,293053,MIDLAND,TX,MIDLAND,South
ATASCOSA BANK,851060,PLEASANTON,TX,ATASCOSA,South
"EXTRACO BANKS, NATIONAL ASSOCIATION",537560,TEMPLE,TX,BELL,South
"FIRST STATE BANK, THE",305059,ABERNATHY,TX,HALE,South
FIRST STATE BANK OF ODEM,776369,ODEM,TX,SAN PATRICIO,South
CAPTEX BANK,419460,FORT WORTH,TX,TARRANT,South
"TITAN BANK, N.A.",328357,MINERAL WELLS,TX,PALO PINTO,South
FIRST NATIONAL BANK OF BURLESON,240954,BURLESON,TX,TARRANT,South
"GRAHAM SAVINGS AND LOAN, SSB",839974,GRAHAM,TX,YOUNG,South
"TRUSTTEXAS BANK, S.S.B.",539872,CUERO,TX,DEWITT,South
CITY BANK,575254,LUBBOCK,TX,LUBBOCK,South
AMERICAN STATE BANK,262358,ARP,TX,SMITH,South
TEXAS HERITAGE NATIONAL BANK,824653,DAINGERFIELD,TX,MORRIS,South
"FIRST NATIONAL BANK OF MCGREGOR, THE",895055,MC GREGOR,TX,MCLENNAN,South
FIRST STATE BANK,410560,STRATFORD,TX,SHERMAN,South
FIRST NATIONAL BANK OF BOSQUE COUNTY,198961,VALLEY MILLS,TX,BOSQUE,South
HENDERSON FEDERAL SAVINGS BANK,849076,HENDERSON,TX,RUSK,South
FREEDOM BANK,432058,ALAMO,TX,HIDALGO,South
CITIZENS NATIONAL BANK AT BROWNWOOD,233358,BROWNWOOD,TX,BROWN,South
"COMMERCIAL BANK OF TEXAS, N.A.",885869,NACOGDOCHES,TX,NACOGDOCHES,South
"COMMUNITY BANK & TRUST, WACO, TEXAS",549862,WACO,TX,MCLENNAN,South
"FIRST STATE BANK, THE",888552,LOUISE,TX,WHARTON,South
LAKESIDE BANK,32766,ROCKWALL,TX,ROCKWALL,South
"VERABANK, NATIONAL ASSOCIATION",56351,HENDERSON,TX,RUSK,South
"KARNES COUNTY NATIONAL BANK OF KARNES CITY, THE",979759,KARNES CITY,TX,KARNES,South
STELLAR BANK,3579589,HOUSTON,TX,HARRIS,South
PRIMEBANK OF TEXAS,3134399,AUSTIN,TX,TRAVIS,South
WESTERN BANK,199463,LUBBOCK,TX,LUBBOCK,South
FIDELITY BANK OF TEXAS,741068,WACO,TX,MCLENNAN,South
AMERICAN MOMENTUM BANK,3447576,COLLEGE STATION,TX,BRAZOS,South
SAGE CAPITAL BANK,448554,GONZALES,TX,GONZALES,South
FIRST NATIONAL BANK OF GIDDINGS,324153,GIDDINGS,TX,LEE,South
FIRST NATIONAL BANK OF FORT STOCKTON,397456,FORT STOCKTON,TX,PECOS,South
"FIRST NATIONAL BANK OF MOODY, THE",108269,MOODY,TX,MCLENNAN,South
THIRD COAST BANK,3630323,HUMBLE,TX,HARRIS,South
"FIRST NATIONAL BANK OF WINNSBORO, THE",501767,WINNSBORO,TX,WOOD,South
CAPITAL BANK,596156,HOUSTON,TX,HARRIS,South
ANAHUAC NATIONAL BANK,424352,ANAHUAC,TX,CHAMBERS,South
MCBANK,522753,GOLDTHWAITE,TX,MILLS,South
MAPLEMARK BANK,594451,DALLAS,TX,DALLAS,South
"BANK AND TRUST, SSB, THE",623454,DEL RIO,TX,VAL VERDE,South
SOUTHSIDE BANK,361167,TYLER,TX,SMITH,South
TEXAS FIRST BANK,473266,TEXAS CITY,TX,GALVESTON,South
GULF CAPITAL BANK,5382514,HOUSTON,TX,HARRIS,South
"LONE STAR CAPITAL BANK, NATIONAL ASSOCIATION",2788656,SAN ANTONIO,TX,BEXAR,South
TEXAS STATE BANK,748964,SAN ANGELO,TX,TOM GREEN,South
"FIRST NATIONAL BANK OF TOM BEAN, THE",193162,TOM BEAN,TX,GRAYSON,South
GUADALUPE BANK,3635551,KERRVILLE,TX,KERR,South
STATE BANK OF TEXAS,1157415,IRVING,TX,DALLAS,South
FIRST STATE BANK,435750,GAINESVILLE,TX,COOKE,South
PLAINS STATE BANK,972862,HUMBLE,TX,HARRIS,South
HASKELL NATIONAL BANK,170257,HASKELL,TX,HASKELL,South
"SHELBY SAVINGS BANK, SSB",552974,CENTER,TX,SHELBY,South
CITIZENS BANK,744854,KILGORE,TX,GREGG,South
ALLIANCE BANK CENTRAL TEXAS,601658,WOODWAY,TX,MCLENNAN,South
ROUND TOP STATE BANK,665865,ROUND TOP,TX,FAYETTE,South
MAVERICK BANK,455459,FORT DAVIS,TX,JEFF DAVIS,South
TEXAS REGIONAL BANK,380458,HARLINGEN,TX,CAMERON,South
LLANO NATIONAL BANK,946555,LLANO,TX,LLANO,South
"GOLDEN BANK, NATIONAL ASSOCIATION",536059,HOUSTON,TX,HARRIS,South
R BANK,3821037,ROUND ROCK,TX,WILLIAMSON,South
COMMUNITY BANK,572655,LONGVIEW,TX,HARRISON,South
"FIRST COMMERCIAL BANK, NATIONAL ASSOCIATION",400365,SEGUIN,TX,GUADALUPE,South
FIRST FINANCIAL BANK,470050,ABILENE,TX,TAYLOR,South
CITIZENS NATIONAL BANK OF TEXAS,552161,WAXAHACHIE,TX,ELLIS,South
FIRST NATIONAL BANK OF DUBLIN,648550,DUBLIN,TX,ERATH,South
JOHNSON CITY BANK,977652,JOHNSON CITY,TX,BLANCO,South
"FIRST NATIONAL BANK OF STANTON, THE",458665,STANTON,TX,MARTIN,South
"HORIZON BANK, SSB",703552,AUSTIN,TX,TRAVIS,South
STOCKMENS NATIONAL BANK IN COTULLA,818652,COTULLA,TX,LA SALLE,South
"AMERICAN BANK, NATIONAL ASSOCIATION",494654,DALLAS,TX,DALLAS,South
"SANTA ANNA NATIONAL BANK, THE",521064,SANTA ANNA,TX,COLEMAN,South
"SOUTHTRUST BANK, N.A.",521158,GEORGE WEST,TX,LIVE OAK,South
"FIRST NATIONAL BANK OF EAGLE LAKE, THE",651952,EAGLE LAKE,TX,COLORADO,South
SANGER BANK,336361,SANGER,TX,DENTON,South
CITIZENS STATE BANK OF LULING,954653,LULING,TX,CALDWELL,South
FIRST NATIONAL BANK OF SOUTH PADRE ISLAND,346566,SOUTH PADRE ISLAND,TX,CAMERON,South
FIRST NATIONAL BANK,2490285,ROTAN,TX,FISHER,South
"FIRST NATIONAL BANK OF ANSON, THE",366359,ANSON,TX,JONES,South
NATIONAL BANK & TRUST,792659,LA GRANGE,TX,FAYETTE,South
"AMERICAN NATIONAL BANK OF TEXAS, THE",599764,TERRELL,TX,KAUFMAN,South
PEOPLES BANK,1293078,PARIS,TX,LAMAR,South
FIRST UNITED BANK,578255,DIMMITT,TX,CASTRO,South
"FIRST NATIONAL BANK IN COOPER, THE",767152,COOPER,TX,DELTA,South
POINTWEST BANK,292467,WEST,TX,MCLENNAN,South
INTERSTATE BANK,791072,PERRYTON,TX,OCHILTREE,South
"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION",548351,JACKSONVILLE,TX,CHEROKEE,South
"FIRST NATIONAL BANK OF BASTROP, THE",18050,BASTROP,TX,BASTROP,South
"BRADY NATIONAL BANK, THE",101952,BRADY,TX,MCCULLOCH,South
AMERICAN NATIONAL BANK & TRUST,498362,WICHITA FALLS,TX,WICHITA,South
CARMINE STATE BANK,732954,CARMINE,TX,FAYETTE,South
"CHASEWOOD BANK, THE",675051,HOUSTON,TX,HARRIS,South
"FIRST NATIONAL BANK OF QUITAQUE, THE",644963,QUITAQUE,TX,BRISCOE,South
"AGILITY BANK, N.A.",5728916,HOUSTON,TX,HARRIS,South
"FIRST NATIONAL BANK OF BALLINGER, THE",160454,BALLINGER,TX,RUNNELS,South
NEWFIRST NATIONAL BANK,938859,EL CAMPO,TX,WHARTON,South
TEXAS HERITAGE BANK,702359,BOERNE,TX,KENDALL,South
CENTRAL NATIONAL BANK,428060,WACO,TX,MCLENNAN,South
AUSTIN COUNTY STATE BANK,3463875,BELLVILLE,TX,AUSTIN,South
FIRST TEXAS BANK,444350,GEORGETOWN,TX,WILLIAMSON,South
TEXAS BANK AND TRUST COMPANY,949154,LONGVIEW,TX,GREGG,South
"FIRST NATIONAL BANK OF EVANT, THE",379153,EVANT,TX,CORYELL,South
FIRSTBANK SOUTHWEST,840363,AMARILLO,TX,POTTER,South
FIRST BANK,239659,BURKBURNETT,TX,WICHITA,South
FIRST NATIONAL BANK OF HUNTSVILLE,583352,HUNTSVILLE,TX,WALKER,South
"AMERICAN NATIONAL BANK OF MOUNT PLEASANT, THE",764067,MOUNT PLEASANT,TX,TITUS,South
CITIZENS STATE BANK,523161,SEALY,TX,AUSTIN,South
"FIRST NATIONAL BANK OF LIVINGSTON, THE",630658,LIVINGSTON,TX,POLK,South
"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION",735067,FRISCO,TX,COLLIN,South
TEXAS COMMUNITY BANK,528960,LAREDO,TX,WEBB,South
OAKWOOD BANK,960560,DALLAS,TX,DALLAS,South
LIBERTY CAPITAL BANK,3690121,ADDISON,TX,DALLAS,South
SECURITY BANK OF TEXAS,435666,CRAWFORD,TX,MCLENNAN,South
WEST TEXAS NATIONAL BANK,237066,MIDLAND,TX,MIDLAND,South
"DONLEY COUNTY STATE BANK, THE",753856,CLARENDON,TX,DONLEY,South
FIRST TEXAS BANK,875758,LAMPASAS,TX,LAMPASAS,South
COMMUNITY NATIONAL BANK & TRUST OF TEXAS,738769,CORSICANA,TX,NAVARRO,South
FIRST STATE BANK OF BEDIAS,88352,BEDIAS,TX,GRIMES,South
GILMER NATIONAL BANK,323651,GILMER,TX,UPSHUR,South
"SOUTHSTAR BANK, S.S.B.",171768,MOULTON,TX,LAVACA,South
FIRST NATIONAL BANK OF ALVIN,354057,ALVIN,TX,BRAZORIA,South
PEARLAND STATE BANK,723868,PEARLAND,TX,BRAZORIA,South
CENTRAL BANK,31255,HOUSTON,TX,HARRIS,South
NBT FINANCIAL BANK,406059,FORT WORTH,TX,TARRANT,South
"COMMERCIAL NATIONAL BANK OF BRADY, THE",42354,BRADY,TX,MCCULLOCH,South
"FIRST NATIONAL BANK OF ELDORADO, THE",665258,ELDORADO,TX,SCHLEICHER,South
INDEPENDENT BANK DBA INDEPENDENT FINANCIAL,122854,MCKINNEY,TX,COLLIN,South
ENNIS STATE BANK,435059,ENNIS,TX,ELLIS,South
TXN BANK,77253,HONDO,TX,MEDINA,South
"STATE NATIONAL BANK OF BIG SPRING, THE",169354,BIG SPRING,TX,HOWARD,South
RIO BANK,956750,MCALLEN,TX,HIDALGO,South
CITIZENS NATIONAL BANK,59352,CAMERON,TX,MILAM,South
"TEXANA BANK, NATIONAL ASSOCIATION",809650,LINDEN,TX,CASS,South
CITIZENS NATIONAL BANK OF CROSBYTON,901451,CROSBYTON,TX,CROSBY,South
SPECTRA BANK,426057,FORT WORTH,TX,TARRANT,South
CITIZENS STATE BANK,296755,MILES,TX,RUNNELS,South
"COLONIAL SAVINGS, FA",339072,FORT WORTH,TX,TARRANT,South
BANK OF HOUSTON,583754,HOUSTON,TX,HARRIS,South
"FIRST NATIONAL BANK OF EAST TEXAS, THE",445955,GILMER,TX,UPSHUR,South
MENARD BANK,375650,MENARD,TX,MENARD,South
"INCOMMONS BANK, NATIONAL ASSOCIATION",414858,MEXIA,TX,LIMESTONE,South
AUSTIN CAPITAL BANK SSB,3347911,AUSTIN,TX,TRAVIS,South
ZAVALA COUNTY BANK,969956,CRYSTAL CITY,TX,ZAVALA,South
"CITIZENS BANK, NATIONAL ASSOCIATION",617051,ABILENE,TX,TAYLOR,South
FIRST CAPITAL BANK,919568,QUANAH,TX,HARDEMAN,South
"FIRST NATIONAL BANK OF ASPERMONT, THE",138257,ASPERMONT,TX,STONEWALL,South
CLEAR FORK BANK NATIONAL ASSOCIATION,340751,ALBANY,TX,SHACKELFORD,South
AVANA BANK,498456,ABILENE,TX,TAYLOR,South
MUENSTER STATE BANK,765662,MUENSTER,TX,COOKE,South
COMMERCIAL STATE BANK,1017564,PALMER,TX,ELLIS,South
MARION STATE BANK,484057,MARION,TX,GUADALUPE,South
ROBERT LEE STATE BANK,803265,ROBERT LEE,TX,COKE,South
WORTHINGTON BANK,3150205,ARLINGTON,TX,TARRANT,South
COLEMAN COUNTY STATE BANK,761954,COLEMAN,TX,COLEMAN,South
FARMERS STATE BANK,875057,CENTER,TX,SHELBY,South
COMMERCIAL NATIONAL BANK OF TEXARKANA,794149,TEXARKANA,TX,BOWIE,South
"NATIONAL BANK OF ANDREWS, THE",488653,ANDREWS,TX,ANDREWS,South
CITIZENS STATE BANK,804860,ROMA,TX,STARR,South
