name,rssd_id,city,state,county,region
KRESS NATIONAL BANK,995955,KRESS,TX,SWISHER,South
"FIRST NATIONAL BANK OF ANDERSON, THE",362155,ANDERSON,TX,GRIMES,South
TEJAS BANK,857455,MONAHANS,TX,WARD,South
"FIRST NATIONAL BANK OF MERTZON, THE",500256,MERTZON,TX,IRION,South
FIRST BANK AND TRUST OF MEMPHIS,373553,MEMPHIS,TX,HALL,South
JUNCTION NATIONAL BANK,741152,JUNCTION,TX,KIMBLE,South
"TEXAS GULF BANK, NATIONAL ASSOCIATION",514655,HOUSTON,TX,HARRIS,South
"LAMESA NATIONAL BANK, THE",623052,LAMESA,TX,DAWSON,South
PEOPLES BANK,819855,LUBBOCK,TX,LUBBOCK,South
FIRST STATE BANK OF SAN DIEGO,578862,SAN DIEGO,TX,DUVAL,South
"PECOS COUNTY STATE BANK, THE",396954,FORT STOCKTON,TX,PECOS,South
"FIRST FEDERAL BANK LITTLEFIELD, TEXAS, SSB",14977,LITTLEFIELD,TX,LAMB,South
"FIRST FEDERAL COMMUNITY BANK, SSB",898579,PARIS,TX,LAMAR,South
"CITIZENS NATIONAL BANK OF HILLSBORO, THE",184656,HILLSBORO,TX,HILL,South
"AMERICAN BANK, NATIONAL ASSOCIATION",807955,CORPUS CHRISTI,TX,NUECES,South
"FIRST BANK OF CELESTE, THE",871956,CELESTE,TX,HUNT,South
CASTROVILLE STATE BANK,742056,CASTROVILLE,TX,MEDINA,South
LONE STAR BANK,3448162,HOUSTON,TX,HARRIS,South
SUNDOWN STATE BANK,412667,SUNDOWN,TX,HOCKLEY,South
SPRING HILL STATE BANK,457060,LONGVIEW,TX,GREGG,South
GRANDVIEW BANK,333856,GRANDVIEW,TX,JOHNSON,South
"ANGELINA SAVINGS BANK, SSB",660879,LUFKIN,TX,ANGELINA,South
"JACKSBORO NATIONAL BANK, THE",924058,JACKSBORO,TX,JACK,South
"BRENHAM NATIONAL BANK, THE",227357,BRENHAM,TX,WASHINGTON,South
ONE WORLD BANK,3296859,DALLAS,TX,DALLAS,South
"FIRST NATIONAL BANK OF STERLING CITY, THE",411062,STERLING CITY,TX,STERLING,South
"FIRST NATIONAL BANK OF HUGHES SPRINGS, THE",849357,HUGHES SPRINGS,TX,CASS,South
"FALLS CITY NATIONAL BANK, THE",441050,FALLS CITY,TX,KARNES,South
FIRST LIBERTY BANK,629353,LIBERTY,TX,LIBERTY,South
FIRST STATE BANK OF BROWNSBORO,229454,BROWNSBORO,TX,HENDERSON,South
"LYTLE STATE BANK OF LYTLE, TEXAS, THE",830252,LYTLE,TX,ATASCOSA,South
TEXAS NATIONAL BANK OF JACKSONVILLE,739355,JACKSONVILLE,TX,CHEROKEE,South
BENCHMARK BANK,980960,PLANO,TX,COLLIN,South
"CITY NATIONAL BANK OF TAYLOR, THE",181963,TAYLOR,TX,WILLIAMSON,South
PILGRIM BANK,911160,PITTSBURG,TX,CAMP,South
FIRST SECURITY STATE BANK,819154,CRANFILLS GAP,TX,BOSQUE,South
"COWBOY BANK OF TEXAS, THE",370954,MAYPEARL,TX,ELLIS,South
"LIBERTY NATIONAL BANK IN PARIS, THE",1669,PARIS,TX,LAMAR,South
"SQUARE FINANCIAL SERVICES, INC.",5582846,SALT LAKE CITY,UT,SALT LAKE,West
AMERICAN EXPRESS NATIONAL BANK,1394676,SANDY,UT,SALT LAKE,West
FIRST UTAH BANK,207872,SALT LAKE CITY,UT,SALT LAKE,West
"TRANSPORTATION ALLIANCE BANK, INC. DBA TAB BANK",2736219,OGDEN,UT,WEBER,West
CACHE VALLEY BANK,995076,LOGAN,UT,CACHE,West
SUNWEST BANK,140362,SANDY,UT,SALT LAKE,West
CONTINENTAL BANK,3220863,SALT LAKE CITY,UT,SALT LAKE,West
WEBBANK,2576134,SALT LAKE CITY,UT,SALT LAKE,West
MERRICK BANK,2615190,SOUTH JORDAN,UT,SALT LAKE,West
GRAND VALLEY BANK,178851,HEBER CITY,UT,WASATCH,West
"PITNEY BOWES BANK INC., THE",2649177,SALT LAKE CITY,UT,SALT LAKE,West
PRIME ALLIANCE BANK,3309571,WOODS CROSS,UT,DAVIS,West
"MORGAN STANLEY BANK, N.A.",1456501,SALT LAKE CITY,UT,SALT LAKE,West
UBS BANK USA,3212149,SALT LAKE CITY,UT,SALT LAKE,West
FINWISE BANK,2880019,MURRAY,UT,SALT LAKE,West
HOLLADAY BANK AND TRUST,617275,SALT LAKE CITY,UT,SALT LAKE,West
GREEN DOT BANK,243375,PROVO,UT,UTAH,West
BANK OF UTAH,933975,OGDEN,UT,WEBER,West
"SOFI BANK, NATIONAL ASSOCIATION",962966,COTTONWOOD HEIGHTS,UT,SALT LAKE,West
SALLIE MAE BANK,3394278,SALT LAKE CITY,UT,SALT LAKE,West
SYNCHRONY BANK,1216022,DRAPER,UT,SALT LAKE,West
WEX BANK,2700984,SANDY,UT,SALT LAKE,West
"VARO BANK, NATIONAL ASSOCIATION",5518023,DRAPER,UT,SALT LAKE,West
MILESTONE BANK,3407084,SALT LAKE CITY,UT,SALT LAKE,West
"WELLS FARGO TRUST COMPANY, NATIONAL ASSOCIATION",688079,OGDEN,UT,WEBER,West
CELTIC BANK CORPORATION,2998576,SALT LAKE CITY,UT,SALT LAKE,West
BRIGHTON BANK,406974,SALT LAKE CITY,UT,SALT LAKE,West
ALLY BANK,3284070,SANDY,UT,SALT LAKE,West
"OPTUM BANK, INC.",3202702,DRAPER,UT,SALT LAKE,West
"LENDINGCLUB BANK, NATIONAL ASSOCIATION",264772,LEHI,UT,UTAH,West
NELNET BANK,5514409,DRAPER,UT,SALT LAKE,West
MEDALLION BANK,3228908,SALT LAKE CITY,UT,SALT LAKE,West
CAPITAL COMMUNITY BANK,2068107,PROVO,UT,UTAH,West
"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",276579,SALT LAKE CITY,UT,SALT LAKE,West
STATE BANK OF SOUTHERN UTAH,656470,CEDAR CITY,UT,IRON,West
CENTRAL BANK,622774,PROVO,UT,UTAH,West
BMW BANK OF NORTH AMERICA,2850722,SALT LAKE CITY,UT,SALT LAKE,West
FIRST ELECTRONIC BANK,2947556,SALT LAKE CITY,UT,SALT LAKE,West
COMENITY CAPITAL BANK,3224580,DRAPER,UT,SALT LAKE,West
UTAH INDEPENDENT BANK,256179,SALINA,UT,SEVIER,West
"LIBERTY BANK, INC.",593771,SALT LAKE CITY,UT,SALT LAKE,West
HOME SAVINGS BANK,460770,SALT LAKE CITY,UT,SALT LAKE,West
"FREEDOM BANK OF VIRGINIA, THE",3019982,FAIRFAX,VA,FAIRFAX CITY,South
UNITED BANK,365325,FAIRFAX,VA,FAIRFAX CITY,South
"BLUE RIDGE BANK, NATIONAL ASSOCIATION",233527,MARTINSVILLE,VA,MARTINSVILLE,South
BURKE AND HERBERT BANK AND TRUST COMPANY,933621,ALEXANDRIA,VA,ALEXANDRIA,South
"NATIONAL BANK OF BLACKSBURG, THE",754929,BLACKSBURG,VA,MONTGOMERY,South
FVCBANK,3614976,FAIRFAX,VA,FAIRFAX,South
FIRST NATIONAL BANK,979629,ALTAVISTA,VA,CAMPBELL,South
MAINSTREET BANK,3248849,FAIRFAX,VA,FAIRFAX CITY,South
CHESAPEAKE BANK,214722,KILMARNOCK,VA,LANCASTER,South
SKYLINE NATIONAL BANK,90328,INDEPENDENCE,VA,GRAYSON,South
VIRGINIA NATIONAL BANK,2708122,CHARLOTTESVILLE,VA,CHARLOTTESVILLE,South
HIGHLANDS COMMUNITY BANK,3125315,COVINGTON,VA,COVINGTON,South
FARMERS & MERCHANTS BANK,713926,TIMBERVILLE,VA,ROCKINGHAM,South
"BANK OF MARION, THE",858528,MARION,VA,SMYTH,South
"HSBC BANK USA, NATIONAL ASSOCIATION",413208,TYSONS,VA,FAIRFAX,South
LEE BANK & TRUST COMPANY,661223,PENNINGTON GAP,VA,LEE,South
OLD DOMINION NATIONAL BANK,3610718,NORTH GARDEN,VA,ALBEMARLE,South
BENCHMARK COMMUNITY BANK,94522,KENBRIDGE,VA,LUNENBURG,South
"NEW HORIZON BANK, NATIONAL ASSOCIATION",3816154,POWHATAN,VA,POWHATAN,South
MOVEMENT BANK,722227,DANVILLE,VA,DANVILLE,South
"OLD POINT TRUST & FINANCIAL SERVICES, N.A.",2797210,NEWPORT NEWS,VA,NEWPORT NEWS,South
"NEW PEOPLES BANK, INC.",2736451,HONAKER,VA,RUSSELL,South
FIRST BANK,899428,STRASBURG,VA,SHENANDOAH,South
"CAPITAL ONE, NATIONAL ASSOCIATION",112837,MC LEAN,VA,FAIRFAX,South
BANK OF CLARKE,753324,BERRYVILLE,VA,CLARKE,South
INTEGRITY BANK FOR BUSINESS,5543735,VIRGINIA BEACH,VA,VIRGINIA BEACH,South
TOUCHSTONE BANK,746429,MC KENNEY,VA,DINWIDDIE,South
"OLD POINT NATIONAL BANK OF PHOEBUS, THE",186221,HAMPTON,VA,HAMPTON,South
PIONEER BANK,41629,STANLEY,VA,PAGE,South
CARTER BANK & TRUST,3476192,MARTINSVILLE,VA,MARTINSVILLE,South
TOWNEBANK,2797724,PORTSMOUTH,VA,PORTSMOUTH,South
OAK VIEW NATIONAL BANK,3816190,WARRENTON,VA,FAUQUIER,South
CITIZENS AND FARMERS BANK,928421,WEST POINT,VA,KING WILLIAM,South
"FARMERS BANK OF APPOMATTOX, THE",188720,APPOMATTOX,VA,APPOMATTOX,South
MARTINSVILLE FIRST SAVINGS BANK,104971,MARTINSVILLE,VA,MARTINSVILLE,South
PRIMIS BANK,3325759,TAPPAHANNOCK,VA,ESSEX,South
FIRST SENTINEL BANK,920975,RICHLANDS,VA,TAZEWELL,South
"LOCUS BANK, INC.",3626858,RICHMOND,VA,HENRICO,South
"CHAIN BRIDGE BANK, NATIONAL ASSOCIATION",3597211,MC LEAN,VA,FAIRFAX,South
"BLUE GRASS VALLEY BANK, THE",755421,BLUE GRASS,VA,HIGHLAND,South
ATLANTIC UNION BANK,693224,RICHMOND,VA,RICHMOND CITY,South
"BANK OF SOUTHSIDE VIRGINIA, THE",610128,CARSON,VA,DINWIDDIE,South
"BANK OF CHARLOTTE COUNTY, THE",667524,PHENIX,VA,CHARLOTTE,South
VILLAGE BANK,2760232,MIDLOTHIAN,VA,CHESTERFIELD,South
FIRST COMMUNITY BANK,2353595,BLUEFIELD,VA,TAZEWELL,South
MINERS EXCHANGE BANK,711520,COEBURN,VA,WISE,South
TRUSTAR BANK,5349218,GREAT FALLS,VA,FAIRFAX,South
CITIZENS BANK AND TRUST COMPANY,991621,BLACKSTONE,VA,NOTTOWAY,South
"FIRST BANK AND TRUST COMPANY, THE",223322,LEBANON,VA,RUSSELL,South
JOHN MARSHALL BANK,3419416,RESTON,VA,FAIRFAX,South
BANK OF BOTETOURT,759625,BUCHANAN,VA,BOTETOURT,South
COMMUNITY BANKERS' BANK,77422,MIDLOTHIAN,VA,CHESTERFIELD,South
CORNERSTONE BANK,3816163,LEXINGTON,VA,LEXINGTON,South
FARMERS AND MINERS BANK,658924,PENNINGTON GAP,VA,LEE,South
"FARMERS AND MERCHANTS BANK OF CRAIG COUNTY, THE",804422,NEW CASTLE,VA,CRAIG,South
BANK OF THE JAMES,2787770,LYNCHBURG,VA,LYNCHBURG,South
SELECT BANK,3567269,FOREST,VA,BEDFORD,South
LEGACY BANK,268828,GRUNDY,VA,BUCHANAN,South
TRUPOINT BANK,274829,GRUNDY,VA,BUCHANAN,South
POWELL VALLEY NATIONAL BANK,31826,JONESVILLE,VA,LEE,South
"BANK OF BENNINGTON, THE",133579,BENNINGTON,VT,BENNINGTON,Northeast
LEDYARD NATIONAL BANK,1863097,NORWICH,VT,WINDSOR,Northeast
FIRST NATIONAL BANK OF ORWELL,177500,ORWELL,VT,ADDISON,Northeast
PASSUMPSIC SAVINGS BANK,300009,SAINT JOHNSBURY,VT,CALEDONIA,Northeast
COMMUNITY NATIONAL BANK,270504,DERBY,VT,ORLEANS,Northeast
WELLS RIVER SAVINGS BANK,303701,WELLS RIVER,VT,ORANGE,Northeast
NATIONAL BANK OF MIDDLEBURY,173306,MIDDLEBURY,VT,ADDISON,Northeast
BRATTLEBORO SAVINGS & LOAN ASSOCIATION,580874,BRATTLEBORO,VT,WINDHAM,Northeast
BANK OF BURLINGTON,5760662,SOUTH BURLINGTON,VT,CHITTENDEN,Northeast
UNION BANK,333203,MORRISVILLE,VT,LAMOILLE,Northeast
NORTHFIELD SAVINGS BANK,520003,NORTHFIELD,VT,WASHINGTON,Northeast
PEOPLES TRUST COMPANY OF ST. ALBANS,463605,SAINT ALBANS,VT,FRANKLIN,Northeast
UNIBANK,3487947,LYNNWOOD,WA,SNOHOMISH,West
OLYMPIA FEDERAL SAVINGS AND LOAN ASSOCIATION,550279,OLYMPIA,WA,THURSTON,West
CONNECT COMMUNITY BANK,768476,RAYMOND,WA,PACIFIC,West
STATE BANK NORTHWEST,479071,SPOKANE VALLEY,WA,SPOKANE,West
COASTAL COMMUNITY BANK,2562164,EVERETT,WA,SNOHOMISH,West
FIRST FED BANK,403179,PORT ANGELES,WA,CLALLAM,West
RIVERBANK,3438958,SPOKANE,WA,SPOKANE,West
SEATTLE BANK,2838207,SEATTLE,WA,KING,West
PACIFIC CREST SAVINGS BANK,2643595,LYNNWOOD,WA,SNOHOMISH,West
TIMBERLAND BANK,294779,HOQUIAM,WA,GRAYS HARBOR,West
SOUND COMMUNITY BANK,429487,SEATTLE,WA,KING,West
TWIN CITY BANK,2905761,LONGVIEW,WA,COWLITZ,West
WASHINGTON TRUST BANK,58971,SPOKANE,WA,SPOKANE,West
HOMESTREET BANK,258771,SEATTLE,WA,KING,West
KITSAP BANK,584377,PORT ORCHARD,WA,KITSAP,West
YAKIMA FEDERAL SAVINGS AND LOAN ASSOCIATION,809771,YAKIMA,WA,YAKIMA,West
FIRST FINANCIAL NORTHWEST BANK,768074,RENTON,WA,KING,West
LIBERTY BANK,3943210,POULSBO,WA,KITSAP,West
HERITAGE BANK,881478,OLYMPIA,WA,THURSTON,West
SAVIBANK,3346268,BURLINGTON,WA,SKAGIT,West
COMMENCEMENT BANK,3537897,TACOMA,WA,PIERCE,West
SECURITY STATE BANK,111979,CENTRALIA,WA,LEWIS,West
1ST SECURITY BANK OF WASHINGTON,1018927,MOUNTLAKE TERRACE,WA,SNOHOMISH,West
BANK OF THE PACIFIC,307679,ABERDEEN,WA,GRAYS HARBOR,West
PORTAGE BANK,401951,BELLEVUE,WA,KING,West
WASHINGTON FEDERAL BANK,656377,SEATTLE,WA,KING,West
CASHMERE VALLEY BANK,574976,CASHMERE,WA,CHELAN,West
COMMUNITY FIRST BANK,2642598,KENNEWICK,WA,BENTON,West
BANNER BANK,352772,WALLA WALLA,WA,WALLA WALLA,West
RIVERVIEW BANK,921178,VANCOUVER,WA,CLARK,West
LAMONT BANK OF ST. JOHN,519874,SAINT JOHN,WA,WHITMAN,West
PEOPLES BANK,455972,BELLINGHAM,WA,WHATCOM,West
BAKER BOYER NATIONAL BANK,69678,WALLA WALLA,WA,WALLA WALLA,West
FARMERS STATE BANK,694771,WINTHROP,WA,OKANOGAN,West
MOUNTAIN PACIFIC BANK,3459207,EVERETT,WA,SNOHOMISH,West
SOUND BANKING COMPANY,1494482,LAKEWOOD,WA,PIERCE,West
WASHINGTON BUSINESS BANK,3102893,OLYMPIA,WA,THURSTON,West
BANK OF MAUSTON,601443,MAUSTON,WI,JUNEAU,Midwest
DMB COMMUNITY BANK,56548,MADISON,WI,DANE,Midwest
"FARMERS STATE BANK OF WAUPACA, THE",879747,WAUPACA,WI,WAUPACA,Midwest
NEKOOSA PORT EDWARDS STATE BANK,791942,NEKOOSA,WI,WOOD,Midwest
"INTERNATIONAL BANK OF AMHERST, THE",504647,AMHERST,WI,PORTAGE,Midwest
COMMUNITY STATE BANK,130345,UNION GROVE,WI,RACINE,Midwest
HUSTISFORD STATE BANK,467144,HUSTISFORD,WI,DODGE,Midwest
FIRST NATIONAL BANK IN TIGERTON,74449,TIGERTON,WI,SHAWANO,Midwest
"BANK OF DEERFIELD, THE",588245,DEERFIELD,WI,DANE,Midwest
BANK OF ALMA,564052,ALMA,WI,BUFFALO,Midwest
SUPERIOR SAVINGS BANK,575375,SUPERIOR,WI,DOUGLAS,Midwest
BANK OF WISCONSIN DELLS,894348,WISCONSIN DELLS,WI,COLUMBIA,Midwest
"NORTHWESTERN BANK, THE",153054,CHIPPEWA FALLS,WI,CHIPPEWA,Midwest
UNION STATE BANK,903754,WEST SALEM,WI,LA CROSSE,Midwest
GREAT NORTH BANK,576354,FLORENCE,WI,FLORENCE,Midwest
FIRST NATIONAL COMMUNITY BANK,23755,NEW RICHMOND,WI,ST CROIX,Midwest
BAY BANK,2329200,GREEN BAY,WI,BROWN,Midwest
FARMERS & MERCHANTS BANK & TRUST,672247,MARINETTE,WI,MARINETTE,Midwest
KEYSAVINGS BANK,208972,WISCONSIN RAPIDS,WI,WOOD,Midwest
CROSSBRIDGE COMMUNITY BANK,465672,TOMAHAWK,WI,LINCOLN,Midwest
COMMUNITY BANK OF CAMERON,385350,CAMERON,WI,BARRON,Midwest
FORTIFI BANK,111942,BERLIN,WI,GREEN LAKE,Midwest
BANK OF ONTARIO,37341,ONTARIO,WI,VERNON,Midwest
BONDUEL STATE BANK,35646,BONDUEL,WI,SHAWANO,Midwest
FARMERS & MERCHANTS UNION BANK,51842,COLUMBUS,WI,COLUMBIA,Midwest
PEOPLES STATE BANK,262844,PRAIRIE DU CHIEN,WI,CRAWFORD,Midwest
NORTHERN STATE BANK,625757,ASHLAND,WI,ASHLAND,Midwest
"PYRAMAX BANK, F.S.B.",713476,GREENFIELD,WI,MILWAUKEE,Midwest
MAYVILLE SAVINGS BANK,411576,MAYVILLE,WI,DODGE,Midwest
WEST POINTE BANK,2371816,OSHKOSH,WI,WINNEBAGO,Midwest
HORICON BANK,528849,HORICON,WI,DODGE,Midwest
SPRING BANK,3721605,BROOKFIELD,WI,WAUKESHA,Midwest
STATE BANK OF REESEVILLE,159645,REESEVILLE,WI,DODGE,Midwest
SECURITY STATE BANK,43052,IRON RIVER,WI,BAYFIELD,Midwest
RIVER FALLS STATE BANK,955753,RIVER FALLS,WI,PIERCE,Midwest
PREVAIL BANK,27070,MEDFORD,WI,TAYLOR,Midwest
"PARK BANK, THE",403946,MADISON,WI,DANE,Midwest
BENTON STATE BANK,208347,BENTON,WI,LAFAYETTE,Midwest
BRISTOL MORGAN BANK,807348,OAKFIELD,WI,FOND DU LAC,Midwest
BANK OF MILTON,426945,MILTON,WI,ROCK,Midwest
CITIZENS STATE BANK,867856,HUDSON,WI,ST CROIX,Midwest
LAONA STATE BANK,178150,LAONA,WI,FOREST,Midwest
CITIZENS STATE BANK - LA CROSSE,447557,LA CROSSE,WI,LA CROSSE,Midwest
COLUMBIA SAVINGS AND LOAN ASSOCIATION,596277,MILWAUKEE,WI,MILWAUKEE,Midwest
IXONIA BANK,529341,IXONIA,WI,JEFFERSON,Midwest
HIAWATHA NATIONAL BANK,505550,HAGER CITY,WI,PIERCE,Midwest
CLEVELAND STATE BANK,48440,CLEVELAND,WI,MANITOWOC,Midwest
WOODTRUST BANK,833749,WISCONSIN RAPIDS,WI,WOOD,Midwest
PILLAR BANK,143952,BALDWIN,WI,ST CROIX,Midwest
LADYSMITH FEDERAL SAVINGS & LOAN ASSOCIATION,686570,LADYSMITH,WI,RUSK,Midwest
WAUKESHA STATE BANK,290249,WAUKESHA,WI,WAUKESHA,Midwest
BANK OF SUN PRAIRIE,124344,SUN PRAIRIE,WI,DANE,Midwest
FIRST BUSINESS BANK,537449,MADISON,WI,DANE,Midwest
"FIRST NATIONAL BANK OF BANGOR, THE",627854,BANGOR,WI,LA CROSSE,Midwest
"TOWN BANK, NATIONAL ASSOCIATION",2693264,HARTLAND,WI,WAUKESHA,Midwest
BANKERS' BANK,408642,MADISON,WI,DANE,Midwest
COMMUNITY FIRST BANK,62147,ROSHOLT,WI,PORTAGE,Midwest
INTERCITY STATE BANK,1016941,SCHOFIELD,WI,MARATHON,Midwest
"FIRST NATIONAL BANK AND TRUST COMPANY, THE",207845,BELOIT,WI,ROCK,Midwest
NICOLET NATIONAL BANK,2941068,GREEN BAY,WI,BROWN,Midwest
TRI CITY NATIONAL BANK,242444,OAK CREEK,WI,MILWAUKEE,Midwest
"PAPER CITY SAVINGS BANK, S.A.",102874,WISCONSIN RAPIDS,WI,WOOD,Midwest
FORWARD BANK,313577,MARSHFIELD,WI,WOOD,Midwest
PEOPLES STATE BANK,340144,WAUSAU,WI,MARATHON,Midwest
"BANK OF KAUKAUNA, THE",380944,KAUKAUNA,WI,OUTAGAMIE,Midwest
JOHNSON BANK,58243,RACINE,WI,RACINE,Midwest
NORTH SHORE BANK,376273,BROOKFIELD,WI,WAUKESHA,Midwest
FOX VALLEY SAVINGS BANK,835770,FOND DU LAC,WI,FOND DU LAC,Midwest
INCREDIBLEBANK,163549,WAUSAU,WI,MARATHON,Midwest
"BANK FIRST, NATIONAL ASSOCIATION",594947,MANITOWOC,WI,MANITOWOC,Midwest
FIRST COMMUNITY BANK,742542,MILTON,WI,ROCK,Midwest
"PORTAGE COUNTY BANK, THE",12647,ALMOND,WI,PORTAGE,Midwest
AMERICAN NATIONAL BANK-FOX CITIES,2051127,APPLETON,WI,OUTAGAMIE,Midwest
"BANK OF NEW GLARUS, THE",797140,NEW GLARUS,WI,GREEN,Midwest
"PORT WASHINGTON STATE BANK, THE",937740,PORT WASHINGTON,WI,OZAUKEE,Midwest
"GREENWOOD'S STATE BANK, THE",576644,LAKE MILLS,WI,JEFFERSON,Midwest
FIRST STATE BANK,801047,NEW LONDON,WI,WAUPACA,Midwest
WAUMANDEE STATE BANK,780955,WAUMANDEE,WI,BUFFALO,Midwest
"BANK OF BRODHEAD, THE",517441,BRODHEAD,WI,GREEN,Midwest
"CUMBERLAND FEDERAL BANK, FSB",28675,CUMBERLAND,WI,BARRON,Midwest
CITIZENS COMMUNITY FEDERAL NATIONAL ASSOCIATION,962890,ALTOONA,WI,EAU CLAIRE,Midwest
"ASSOCIATED BANK, NATIONAL ASSOCIATION",917742,GREEN BAY,WI,BROWN,Midwest
"ASSOCIATED TRUST COMPANY, NATIONAL ASSOCIATION",1629903,MILWAUKEE,WI,MILWAUKEE,Midwest
BADGER BANK,846945,FORT ATKINSON,WI,JEFFERSON,Midwest
ROYAL BANK,532042,ELROY,WI,JUNEAU,Midwest
"STEPHENSON NATIONAL BANK AND TRUST, THE",598048,MARINETTE,WI,MARINETTE,Midwest
FARMERS & MERCHANTS STATE BANK,79145,WATERLOO,WI,JEFFERSON,Midwest
THRIVENT TRUST CO.,2745529,APPLETON,WI,OUTAGAMIE,Midwest
EAST WISCONSIN SAVINGS BANK,35879,KAUKAUNA,WI,OUTAGAMIE,Midwest
PARTNERS BANK,114149,SPENCER,WI,MARATHON,Midwest
ABBYBANK,198149,ABBOTSFORD,WI,MARATHON,Midwest
"FARMERS & MERCHANTS BANK, THE",574949,BERLIN,WI,GREEN LAKE,Midwest
FIRST FEDERAL BANK OF WISCONSIN,331076,WAUKESHA,WI,WAUKESHA,Midwest
BLUFF VIEW BANK,167453,GALESVILLE,WI,TREMPEALEAU,Midwest
SECURITY FINANCIAL BANK,450959,DURAND,WI,PEPIN,Midwest
NORTHWESTERN MUTUAL WEALTH MANAGEMENT COMPANY,3017081,MILWAUKEE,WI,MILWAUKEE,Midwest
SECURITY BANK,20053,NEW AUBURN,WI,CHIPPEWA,Midwest
FORTE BANK,742944,HARTFORD,WI,WASHINGTON,Midwest
OAK BANK,2857600,FITCHBURG,WI,DANE,Midwest
BANK OF LUXEMBURG,580548,LUXEMBURG,WI,KEWAUNEE,Midwest
"PARK BANK, NATIONAL ASSOCIATION",518354,HOLMEN,WI,LA CROSSE,Midwest
CAPITOL BANK,2339599,MADISON,WI,DANE,Midwest
BLC COMMUNITY BANK,578741,LITTLE CHUTE,WI,OUTAGAMIE,Midwest
"PINERIES BANK, THE",674344,STEVENS POINT,WI,PORTAGE,Midwest
RICHLAND COUNTY BANK,331544,RICHLAND CENTER,WI,RICHLAND,Midwest
PREMIER COMMUNITY BANK,597546,MARION,WI,SHAWANO,Midwest
PREMIERBANK,907547,FORT ATKINSON,WI,JEFFERSON,Midwest
LAKE RIDGE BANK,525549,MONONA,WI,DANE,Midwest
BANK OF LAKE MILLS,477349,LAKE MILLS,WI,JEFFERSON,Midwest
RIVER BANK,279842,STODDARD,WI,VERNON,Midwest
OOSTBURG STATE BANK,248745,OOSTBURG,WI,SHEBOYGAN,Midwest
OAKWOOD BANK,37051,PIGEON FALLS,WI,TREMPEALEAU,Midwest
HEADWATERS STATE BANK,224954,LAND O'LAKES,WI,VILAS,Midwest
MARATHON BANK,596978,WAUSAU,WI,MARATHON,Midwest
STATE BANK FINANCIAL,2631172,LA CROSSE,WI,LA CROSSE,Midwest
COLLINS STATE BANK,219044,COLLINS,WI,MANITOWOC,Midwest
COMMUNITY FIRST BANK,175140,BOSCOBEL,WI,GRANT,Midwest
WOLF RIVER COMMUNITY BANK,2505424,HORTONVILLE,WI,OUTAGAMIE,Midwest
NATIONAL BANK OF COMMERCE,775456,SUPERIOR,WI,DOUGLAS,Midwest
"GREAT MIDWEST BANK, STATE SAVINGS BANK",524579,BROOKFIELD,WI,WAUKESHA,Midwest
WESTBURY BANK,524971,WAUKESHA,WI,WAUKESHA,Midwest
WATERSTONE BANK,310978,WAUWATOSA,WI,MILWAUKEE,Midwest
BANK OF PRAIRIE DU SAC,997847,PRAIRIE DU SAC,WI,SAUK,Midwest
UNITY BANK,443353,AUGUSTA,WI,EAU CLAIRE,Midwest
"PEOPLES COMMUNITY BANK, THE",420644,MAZOMANIE,WI,DANE,Midwest
"JOHN DEERE FINANCIAL, F.S.B.",2992547,MIDDLETON,WI,DANE,Midwest
ONE COMMUNITY BANK,247140,OREGON,WI,DANE,Midwest
BANK FIVE NINE,806846,OCONOMOWOC,WI,WAUKESHA,Midwest
"FIRST NATIONAL BANK OF RIVER FALLS, THE",956255,RIVER FALLS,WI,PIERCE,Midwest
ERGO BANK,599643,MARKESAN,WI,GREEN LAKE,Midwest
INDEPENDENCE STATE BANK,396057,INDEPENDENCE,WI,TREMPEALEAU,Midwest
NATIONAL EXCHANGE BANK AND TRUST,722544,FOND DU LAC,WI,FOND DU LAC,Midwest
ALLIANCE BANK,21658,MONDOVI,WI,BUFFALO,Midwest
WISCONSIN RIVER BANK,2164111,SAUK CITY,WI,SAUK,Midwest
"CLARE BANK, NATIONAL ASSOCIATION",988144,PLATTEVILLE,WI,GRANT,Midwest
WALDO STATE BANK,131940,WALDO,WI,SHEBOYGAN,Midwest
BLACK RIVER COUNTRY BANK,603540,BLACK RIVER FALLS,WI,JACKSON,Midwest
BARABOO STATE BANK,24949,BARABOO,WI,SAUK,Midwest
CITIZENS STATE BANK,149150,CADOTT,WI,CHIPPEWA,Midwest
CITIZENS STATE BANK OF LOYAL,479446,LOYAL,WI,CLARK,Midwest
DAIRY STATE BANK,57451,RICE LAKE,WI,BARRON,Midwest
STATE BANK OF NEWBURG,228345,NEWBURG,WI,WASHINGTON,Midwest
AMERICAN BANK OF BEAVER DAM,510648,BEAVER DAM,WI,DODGE,Midwest
MOUND CITY BANK,259442,PLATTEVILLE,WI,GRANT,Midwest
SHELL LAKE STATE BANK,896155,SHELL LAKE,WI,WASHBURN,Midwest
PESHTIGO NATIONAL BANK,257345,PESHTIGO,WI,MARINETTE,Midwest
FARMERS SAVINGS BANK,205346,MINERAL POINT,WI,IOWA,Midwest
CITIZENS FIRST BANK,716954,VIROQUA,WI,VERNON,Midwest
"EQUITABLE BANK, S.S.B., THE",336576,WAUWATOSA,WI,MILWAUKEE,Midwest
